sample,Gene,Z-score,group,replicate
A_3,Smc6,-0.3823854661495999,Anterior,3
P_1,Smc6,1.9788630579559363,Posterior,1
P_2,Smc6,0.7379764151970052,Posterior,2
P_3,Smc6,0.0319019282360891,Posterior,3
S_1,Smc6,-0.0833123318339937,Somite,1
S_2,Smc6,-1.4561578561001818,Somite,2
S_3,Smc6,-1.4408327895109458,Somite,3
A_1,Smchd1,-0.1784221007327611,Anterior,1
A_2,Smchd1,0.2722143827212291,Anterior,2
A_3,Smchd1,1.265102110981367,Anterior,3
P_1,Smchd1,-1.0065749793592815,Posterior,1
P_2,Smchd1,-1.9493674861627837,Posterior,2
P_3,Smchd1,-0.6403695274495932,Posterior,3
S_1,Smchd1,0.2296571006297189,Somite,1
S_2,Smchd1,1.0354089702792035,Somite,2
S_3,Smchd1,0.972351529092872,Somite,3
A_1,Smcr8,0.5955427469018605,Anterior,1
A_2,Smcr8,-0.5196370312568189,Anterior,2
A_3,Smcr8,0.4394420915713886,Anterior,3
P_1,Smcr8,2.260939991038451,Posterior,1
P_2,Smcr8,0.2815887623684281,Posterior,2
P_3,Smcr8,-0.2150401414546043,Posterior,3
S_1,Smcr8,-0.7937480641025908,Somite,1
S_2,Smcr8,-0.6963710744243153,Somite,2
S_3,Smcr8,-1.3527172806418626,Somite,3
A_1,Smdt1,-1.0469173786690016,Anterior,1
A_2,Smdt1,0.3690370663369915,Anterior,2
A_3,Smdt1,0.8396590268351426,Anterior,3
P_1,Smdt1,-2.224729946152777,Posterior,1
P_2,Smdt1,0.2674425751906378,Posterior,2
P_3,Smdt1,-0.4505551427859479,Posterior,3
S_1,Smdt1,0.7314415429795582,Somite,1
S_2,Smdt1,0.4773535035209315,Somite,2
S_3,Smdt1,1.0372687527444595,Somite,3
A_1,Smg1,0.4657064153052526,Anterior,1
A_2,Smg1,-0.7586039039733464,Anterior,2
A_3,Smg1,-0.0167881282526055,Anterior,3
P_1,Smg1,-0.1491080780041194,Posterior,1
P_2,Smg1,0.3162919939521622,Posterior,2
P_3,Smg1,0.508804352231508,Posterior,3
S_1,Smg1,1.3066035153112878,Somite,1
S_2,Smg1,0.6997239621523001,Somite,2
S_3,Smg1,-2.3726301287224976,Somite,3
A_1,Smg5,-0.6088385716525229,Anterior,1
A_2,Smg5,0.4558972886981169,Anterior,2
A_3,Smg5,0.5910849431309505,Anterior,3
P_1,Smg5,-1.644318676204212,Posterior,1
P_2,Smg5,-1.746299016608953,Posterior,2
P_3,Smg5,0.5956003524974465,Posterior,3
S_1,Smg5,0.683536512794628,Somite,1
S_2,Smg5,1.0566198276782437,Somite,2
S_3,Smg5,0.6167173396662441,Somite,3
A_1,Smg6,0.2943533046365483,Anterior,1
A_2,Smg6,-0.1641337605235384,Anterior,2
A_3,Smg6,0.9820641575703482,Anterior,3
P_1,Smg6,1.6487532806402652,Posterior,1
P_2,Smg6,0.1157511886651635,Posterior,2
P_3,Smg6,0.6290006639452761,Posterior,3
S_1,Smg6,-1.1076341594052492,Somite,1
S_2,Smg6,-0.6108119542780508,Somite,2
S_3,Smg6,-1.7873427212507984,Somite,3
A_1,Smg7,-2.0137763817442758,Anterior,1
A_2,Smg7,1.122367640052322,Anterior,2
A_3,Smg7,1.3110604515085973,Anterior,3
P_1,Smg7,-0.1414340138959565,Posterior,1
P_2,Smg7,-0.2921488812020256,Posterior,2
P_3,Smg7,0.4467027347211897,Posterior,3
S_1,Smg7,-1.1762413041844535,Somite,1
S_2,Smg7,0.3972391056602848,Somite,2
S_3,Smg7,0.346230649084332,Somite,3
A_1,Smg8,0.5900370191488312,Anterior,1
A_2,Smg8,0.147246425876001,Anterior,2
A_3,Smg8,1.183995678769567,Anterior,3
P_1,Smg8,0.2713598811647533,Posterior,1
P_2,Smg8,-0.409526336826381,Posterior,2
P_3,Smg8,0.6465071734231791,Posterior,3
S_1,Smg8,-2.344944803569629,Somite,1
S_2,Smg8,0.6879564098432992,Somite,2
S_3,Smg8,-0.7726314478295578,Somite,3
A_1,Smg9,-0.8274294799692903,Anterior,1
A_2,Smg9,0.683099033574684,Anterior,2
A_3,Smg9,-0.6017895244402399,Anterior,3
P_1,Smg9,-2.1227096029306285,Posterior,1
P_2,Smg9,0.2129699562255113,Posterior,2
P_3,Smg9,0.6806704358495107,Posterior,3
S_1,Smg9,0.6808704525802303,Somite,1
S_2,Smg9,-0.1179569573049037,Somite,2
S_3,Smg9,1.4122756864151793,Somite,3
A_1,Smim12,0.3700267732947172,Anterior,1
A_2,Smim12,-0.3029309711302385,Anterior,2
A_3,Smim12,-2.033955436332436,Anterior,3
P_1,Smim12,1.4513630342411203,Posterior,1
P_2,Smim12,-1.142967972917648,Posterior,2
P_3,Smim12,0.4833506344380282,Posterior,3
S_1,Smim12,0.9634166826853664,Somite,1
S_2,Smim12,-0.0307171954332718,Somite,2
S_3,Smim12,0.242414451154309,Somite,3
A_1,Smim20,0.7817824161950472,Anterior,1
A_2,Smim20,0.285457966614661,Anterior,2
A_3,Smim20,0.0001879680878618,Anterior,3
P_1,Smim20,-1.0418509765257329,Posterior,1
P_2,Smim20,-2.364786681765855,Posterior,2
P_3,Smim20,0.1481511880608275,Posterior,3
S_1,Smim20,0.6875846015854796,Somite,1
S_2,Smim20,0.8003309560688324,Somite,2
S_3,Smim20,0.7031425616788669,Somite,3
A_1,Smim8,0.0521711306433592,Anterior,1
A_2,Smim8,-1.2871394763655215,Anterior,2
A_3,Smim8,0.9348760575825332,Anterior,3
P_1,Smim8,-0.4062810332763004,Posterior,1
P_2,Smim8,1.59379611188849,Posterior,2
P_3,Smim8,-1.7496444801581863,Posterior,3
S_1,Smim8,0.567855622214489,Somite,1
S_2,Smim8,0.5560014951148686,Somite,2
S_3,Smim8,-0.2616354276437204,Somite,3
A_1,Smn1,0.2598220409024124,Anterior,1
A_2,Smn1,0.8847483004326758,Anterior,2
A_3,Smn1,0.0577251578356721,Anterior,3
P_1,Smn1,-2.557193633150008,Posterior,1
P_2,Smn1,0.8383958709068076,Posterior,2
P_3,Smn1,-0.4439408738893124,Posterior,3
S_1,Smn1,0.3865182473442848,Somite,1
S_2,Smn1,0.7302789794756531,Somite,2
S_3,Smn1,-0.1563540898582894,Somite,3
A_1,Smndc1,-0.2225091171357687,Anterior,1
A_2,Smndc1,0.0430695662023953,Anterior,2
A_3,Smndc1,-1.713611209414255,Anterior,3
P_1,Smndc1,1.6362117161308467,Posterior,1
P_2,Smndc1,0.2942970173138316,Posterior,2
P_3,Smndc1,0.0266789099381402,Posterior,3
S_1,Smndc1,1.1702556586461423,Somite,1
S_2,Smndc1,0.129897856266828,Somite,2
S_3,Smndc1,-1.3642903979480412,Somite,3
A_1,Smo,-1.1963737816428992,Anterior,1
A_2,Smo,-0.4270059582872712,Anterior,2
A_3,Smo,1.1821776990230093,Anterior,3
P_1,Smo,-0.2717035810480451,Posterior,1
P_2,Smo,-1.905899189441844,Posterior,2
P_3,Smo,0.7552035572568455,Posterior,3
S_1,Smo,0.0133061919633574,Somite,1
S_2,Smo,0.935909539541696,Somite,2
S_3,Smo,0.9143855226351638,Somite,3
A_1,Smoc1,1.157267422329184,Anterior,1
A_2,Smoc1,0.9801773842106332,Anterior,2
A_3,Smoc1,0.75241982668933,Anterior,3
P_1,Smoc1,0.2803717925669043,Posterior,1
P_2,Smoc1,0.3107127612652345,Posterior,2
P_3,Smoc1,-0.8022082993322309,Posterior,3
S_1,Smoc1,0.5024584760933626,Somite,1
S_2,Smoc1,-1.5539890337721902,Somite,2
S_3,Smoc1,-1.6272103300502732,Somite,3
A_1,Smox,-1.2285348324812329,Anterior,1
A_2,Smox,-0.2162608879511965,Anterior,2
A_3,Smox,1.5071555166702988,Anterior,3
P_1,Smox,-0.5775139673818346,Posterior,1
P_2,Smox,-0.3095045154521235,Posterior,2
P_3,Smox,-1.6356769687313906,Posterior,3
S_1,Smox,0.7415627672632358,Somite,1
S_2,Smox,0.7168108316626853,Somite,2
S_3,Smox,1.0019620564015506,Somite,3
A_1,Smpd1,-1.0512652890673415,Anterior,1
A_2,Smpd1,-0.8686173187930177,Anterior,2
A_3,Smpd1,-0.7264003022244648,Anterior,3
P_1,Smpd1,-0.3087830602801074,Posterior,1
P_2,Smpd1,2.162102714620788,Posterior,2
P_3,Smpd1,-0.7866340916061529,Posterior,3
S_1,Smpd1,0.0175463719262162,Somite,1
S_2,Smpd1,0.7388945882425982,Somite,2
S_3,Smpd1,0.8231563871814748,Somite,3
A_1,Smpd2,0.9467283595665013,Anterior,1
A_2,Smpd2,0.5032585219535671,Anterior,2
A_3,Smpd2,1.5959986825120691,Anterior,3
P_1,Smpd2,0.1547175719778508,Posterior,1
P_2,Smpd2,-0.0581171905845862,Posterior,2
P_3,Smpd2,0.0611396404761314,Posterior,3
S_1,Smpd2,0.0427513622159279,Somite,1
S_2,Smpd2,-1.639629353162951,Somite,2
S_3,Smpd2,-1.6068475949544128,Somite,3
A_1,Smpd4,-0.0128367907342643,Anterior,1
A_2,Smpd4,-0.9860025025768296,Anterior,2
A_3,Smpd4,2.096054403629344,Anterior,3
P_1,Smpd4,0.2267285247294083,Posterior,1
P_2,Smpd4,-0.1411200504952955,Posterior,2
P_3,Smpd4,-1.807046816893945,Posterior,3
S_1,Smpd4,-0.0659152859077942,Somite,1
S_2,Smpd4,0.5108415662443125,Somite,2
S_3,Smpd4,0.1792969520051983,Somite,3
A_1,Smpd4.1,0.4417908987943313,Anterior,1
A_2,Smpd4.1,-0.8057914595809058,Anterior,2
A_3,Smpd4.1,0.8216991720009481,Anterior,3
P_1,Smpd4.1,1.97842045380469,Posterior,1
P_2,Smpd4.1,0.321994208964733,Posterior,2
P_3,Smpd4.1,-0.302248653917653,Posterior,3
S_1,Smpd4.1,-1.7158837790870392,Somite,1
S_2,Smpd4.1,-0.6466729270428498,Somite,2
S_3,Smpd4.1,-0.0933079139362295,Somite,3
A_1,Smpdl3a,0.3829539606216757,Anterior,1
A_2,Smpdl3a,1.424948522624463,Anterior,2
A_3,Smpdl3a,-0.4509297218432086,Anterior,3
P_1,Smpdl3a,-1.904872922967776,Posterior,1
P_2,Smpdl3a,-1.2530902154767507,Posterior,2
P_3,Smpdl3a,0.3833731226493161,Posterior,3
S_1,Smpdl3a,0.1404246444625153,Somite,1
S_2,Smpdl3a,1.106810947902101,Somite,2
S_3,Smpdl3a,0.1703816620276637,Somite,3
A_1,Sms,0.9487961525047108,Anterior,1
A_2,Sms,1.5030248887949296,Anterior,2
A_3,Sms,-0.0831444269952396,Anterior,3
P_1,Sms,-1.389863751501662,Posterior,1
P_2,Sms,-1.577101214081471,Posterior,2
P_3,Sms,-0.6646633089096949,Posterior,3
S_1,Sms,-0.1202542371762631,Somite,1
S_2,Sms,0.7228430566962264,Somite,2
S_3,Sms,0.6603628406685094,Somite,3
A_1,Smtn,0.0133586770628574,Anterior,1
A_2,Smtn,-0.5334396692131854,Anterior,2
A_3,Smtn,0.0680167777298136,Anterior,3
P_1,Smtn,1.2968325834111298,Posterior,1
P_2,Smtn,0.4730948513674598,Posterior,2
P_3,Smtn,0.4498628363852854,Posterior,3
S_1,Smtn,-0.555384508457413,Somite,1
S_2,Smtn,-2.273403414864055,Somite,2
S_3,Smtn,1.0610618665781384,Somite,3
A_1,Smtnl2,-0.8189944793115732,Anterior,1
A_2,Smtnl2,-0.6702868025130332,Anterior,2
A_3,Smtnl2,0.0095335798690419,Anterior,3
P_1,Smtnl2,1.028900285232109,Posterior,1
P_2,Smtnl2,1.6665437333184534,Posterior,2
P_3,Smtnl2,1.2400859979202186,Posterior,3
S_1,Smtnl2,-1.2996419025831203,Somite,1
S_2,Smtnl2,-0.8507020647392377,Somite,2
S_3,Smtnl2,-0.3054383471928773,Somite,3
A_1,Smu1,-1.790071823376196,Anterior,1
A_2,Smu1,0.6571790866994855,Anterior,2
A_3,Smu1,-0.8429223731050043,Anterior,3
P_1,Smu1,-0.716234947690666,Posterior,1
P_2,Smu1,0.0136025373872605,Posterior,2
P_3,Smu1,0.1232198291233887,Posterior,3
S_1,Smu1,-0.2361430403777361,Somite,1
S_2,Smu1,1.6899989034679557,Somite,2
S_3,Smu1,1.1013718278722793,Somite,3
A_1,Smug1,1.0639541147824332,Anterior,1
A_2,Smug1,-0.0332424931388142,Anterior,2
A_3,Smug1,-1.5047393411457002,Anterior,3
P_1,Smug1,-0.8799607396877788,Posterior,1
P_2,Smug1,0.2079754860279791,Posterior,2
P_3,Smug1,-0.6647329591719185,Posterior,3
S_1,Smug1,1.8863644307216976,Somite,1
S_2,Smug1,0.5874793386455466,Somite,2
S_3,Smug1,-0.6630978370335352,Somite,3
A_1,Smurf2,0.9591091568406892,Anterior,1
A_2,Smurf2,0.3588602394047621,Anterior,2
A_3,Smurf2,0.1823280482033466,Anterior,3
P_1,Smurf2,-2.6974636288078564,Posterior,1
P_2,Smurf2,0.5061955635507551,Posterior,2
P_3,Smurf2,0.2726093327975344,Posterior,3
S_1,Smurf2,-0.191424284481134,Somite,1
S_2,Smurf2,0.5154434121655512,Somite,2
S_3,Smurf2,0.0943421603263592,Somite,3
A_1,Smyd2,0.5678990312284312,Anterior,1
A_2,Smyd2,-0.3173336703646417,Anterior,2
A_3,Smyd2,-0.2173965373484839,Anterior,3
P_1,Smyd2,1.2253530004972717,Posterior,1
P_2,Smyd2,0.8429430556774579,Posterior,2
P_3,Smyd2,1.3900266793828244,Posterior,3
S_1,Smyd2,-1.2959450526075351,Somite,1
S_2,Smyd2,-0.7133088031277357,Somite,2
S_3,Smyd2,-1.482237703337617,Somite,3
A_1,Smyd3,-0.8463992173513847,Anterior,1
A_2,Smyd3,-0.5136012677687177,Anterior,2
A_3,Smyd3,0.0771573508027674,Anterior,3
P_1,Smyd3,-0.3841824041377564,Posterior,1
P_2,Smyd3,2.487014823213045,Posterior,2
P_3,Smyd3,0.5824798468167837,Posterior,3
S_1,Smyd3,-1.0034997724645145,Somite,1
S_2,Smyd3,-0.5566591154135034,Somite,2
S_3,Smyd3,0.1576897563032157,Somite,3
A_1,Smyd5,0.7146906897754127,Anterior,1
A_2,Smyd5,-0.2849406369214523,Anterior,2
A_3,Smyd5,0.2679509242953288,Anterior,3
P_1,Smyd5,1.037799949776001,Posterior,1
P_2,Smyd5,1.734294935416282,Posterior,2
P_3,Smyd5,0.0758579735352113,Posterior,3
S_1,Smyd5,-1.1133811234987656,Somite,1
S_2,Smyd5,-1.3711741947658895,Somite,2
S_3,Smyd5,-1.0610985176121286,Somite,3
A_1,Snai1,-1.351627856590732,Anterior,1
A_2,Snai1,-1.8795991777454668,Anterior,2
A_3,Snai1,0.6492051006723676,Anterior,3
P_1,Snai1,0.4194436227265943,Posterior,1
P_2,Snai1,1.0757474424633864,Posterior,2
P_3,Snai1,1.3425852965118703,Posterior,3
S_1,Snai1,0.0639563928379627,Somite,1
S_2,Snai1,-0.2778450071566241,Somite,2
S_3,Snai1,-0.0418658137193821,Somite,3
A_1,Snap23,0.7575083709817311,Anterior,1
A_2,Snap23,-0.0760267155775116,Anterior,2
A_3,Snap23,-1.848106898564056,Anterior,3
P_1,Snap23,1.1250443343168166,Posterior,1
P_2,Snap23,0.7774973902282403,Posterior,2
P_3,Snap23,0.4241207478511295,Posterior,3
S_1,Snap23,0.7438058186005871,Somite,1
S_2,Snap23,-0.4091323051785049,Somite,2
S_3,Snap23,-1.4947107426583868,Somite,3
A_1,Snap29,0.0115390168725269,Anterior,1
A_2,Snap29,1.0123308811551517,Anterior,2
A_3,Snap29,-1.833832748998019,Anterior,3
P_1,Snap29,-1.1310927878204255,Posterior,1
P_2,Snap29,-0.3478422305271431,Posterior,2
P_3,Snap29,1.3992338245718536,Posterior,3
S_1,Snap29,1.1080536613570042,Somite,1
S_2,Snap29,-0.1428113984043747,Somite,2
S_3,Snap29,-0.0755782182066015,Somite,3
A_1,Snap47,0.3093186571315962,Anterior,1
A_2,Snap47,-0.2390718547717133,Anterior,2
A_3,Snap47,0.009112695697894,Anterior,3
P_1,Snap47,-0.953380105062363,Posterior,1
P_2,Snap47,-0.2770819240996609,Posterior,2
P_3,Snap47,2.434022745700453,Posterior,3
S_1,Snap47,-1.3874185932589704,Somite,1
S_2,Snap47,0.1093391311446857,Somite,2
S_3,Snap47,-0.0048407524820313,Somite,3
A_1,Snapc2,0.8742195093505564,Anterior,1
A_2,Snapc2,-1.0181807381485293,Anterior,2
A_3,Snapc2,0.6988191759001465,Anterior,3
P_1,Snapc2,0.1766224706357237,Posterior,1
P_2,Snapc2,0.0319487019807261,Posterior,2
P_3,Snapc2,1.2648104426998372,Posterior,3
S_1,Snapc2,-2.225082729541704,Somite,1
S_2,Snapc2,-0.1343567993993825,Somite,2
S_3,Snapc2,0.3311999665225615,Somite,3
A_1,Snapc3,1.1302716418234993,Anterior,1
A_2,Snapc3,-0.3900791981925297,Anterior,2
A_3,Snapc3,-0.5140905094311602,Anterior,3
P_1,Snapc3,-0.5210904740031191,Posterior,1
P_2,Snapc3,1.1944816398788272,Posterior,2
P_3,Snapc3,0.2498412777599654,Posterior,3
S_1,Snapc3,1.120526095363348,Somite,1
S_2,Snapc3,-0.2093004956993857,Somite,2
S_3,Snapc3,-2.060559977499445,Somite,3
A_1,Snapc4,2.157302717688644,Anterior,1
A_2,Snapc4,-0.557876877119384,Anterior,2
A_3,Snapc4,0.5489331070409549,Anterior,3
P_1,Snapc4,-1.029009684460508,Posterior,1
P_2,Snapc4,0.5776870222875861,Posterior,2
P_3,Snapc4,0.0704206257629086,Posterior,3
S_1,Snapc4,-1.286433063769198,Somite,1
S_2,Snapc4,0.2911583353737209,Somite,2
S_3,Snapc4,-0.7721821828046961,Somite,3
A_1,Snapin,-0.274575394578936,Anterior,1
A_2,Snapin,0.4440907470920364,Anterior,2
A_3,Snapin,-1.2990792206274724,Anterior,3
P_1,Snapin,-1.2403140917983608,Posterior,1
P_2,Snapin,-1.3703383921508492,Posterior,2
P_3,Snapin,0.6288055845119119,Posterior,3
S_1,Snapin,1.0559372844799866,Somite,1
S_2,Snapin,1.0463506151644202,Somite,2
S_3,Snapin,1.0091228679073292,Somite,3
A_1,Snd1,0.2944999226221517,Anterior,1
A_2,Snd1,-0.9481232986969546,Anterior,2
A_3,Snd1,-0.0377664799879559,Anterior,3
P_1,Snd1,2.492257565318708,Posterior,1
P_2,Snd1,-0.0244321623153556,Posterior,2
P_3,Snd1,0.3120340289708347,Posterior,3
S_1,Snd1,-1.1004893577532735,Somite,1
S_2,Snd1,-0.5412472730288789,Somite,2
S_3,Snd1,-0.44673294512936,Somite,3
A_1,Snf8,0.2139760851944476,Anterior,1
A_2,Snf8,-0.6249157693648739,Anterior,2
A_3,Snf8,-1.770718182049656,Anterior,3
P_1,Snf8,0.3074012480245583,Posterior,1
P_2,Snf8,2.0990896866099336,Posterior,2
P_3,Snf8,0.1008764950283701,Posterior,3
S_1,Snf8,-0.2336701251736367,Somite,1
S_2,Snf8,-0.7012163203380272,Somite,2
S_3,Snf8,0.6091768820689155,Somite,3
A_1,Snip1,1.6827693392722909,Anterior,1
A_2,Snip1,-0.8019358990635468,Anterior,2
A_3,Snip1,1.3691537436645256,Anterior,3
P_1,Snip1,0.964193885568749,Posterior,1
P_2,Snip1,-0.2657482333620206,Posterior,2
P_3,Snip1,-1.0778556646339972,Posterior,3
S_1,Snip1,-1.0032434345065806,Somite,1
S_2,Snip1,-0.6637843276331304,Somite,2
S_3,Snip1,-0.203549409306279,Somite,3
A_1,Snrnp200,-4.144964105505269e-05,Anterior,1
A_2,Snrnp200,0.3235556383295571,Anterior,2
A_3,Snrnp200,0.6577576215094934,Anterior,3
P_1,Snrnp200,-0.9787768081987134,Posterior,1
P_2,Snrnp200,-2.210069006180799,Posterior,2
P_3,Snrnp200,-0.2891268049053968,Posterior,3
S_1,Snrnp200,0.3254262396263083,Somite,1
S_2,Snrnp200,0.8938764552590098,Somite,2
S_3,Snrnp200,1.277398114201706,Somite,3
A_1,Snrnp27,0.5838624517909479,Anterior,1
A_2,Snrnp27,-0.377530455038623,Anterior,2
A_3,Snrnp27,0.4046382684415272,Anterior,3
P_1,Snrnp27,-1.2413434045518816,Posterior,1
P_2,Snrnp27,1.6381804759316818,Posterior,2
P_3,Snrnp27,1.3767567513827863,Posterior,3
S_1,Snrnp27,-0.3269398041457862,Somite,1
S_2,Snrnp27,-1.0959571722312893,Somite,2
S_3,Snrnp27,-0.9616671115792896,Somite,3
A_1,Snrnp35,0.0245467858187263,Anterior,1
A_2,Snrnp35,-0.7996199922408135,Anterior,2
A_3,Snrnp35,2.135078903519149,Anterior,3
P_1,Snrnp35,1.0752670676922311,Posterior,1
P_2,Snrnp35,-0.2333138546574873,Posterior,2
P_3,Snrnp35,-1.4961168724493572,Posterior,3
S_1,Snrnp35,-0.587586537339459,Somite,1
S_2,Snrnp35,-0.0689501952018823,Somite,2
S_3,Snrnp35,-0.0493053051410943,Somite,3
A_1,Snrnp40,0.9641744422216468,Anterior,1
A_2,Snrnp40,-1.3093345045025837,Anterior,2
A_3,Snrnp40,-0.6238452747807481,Anterior,3
P_1,Snrnp40,1.6597974227537249,Posterior,1
P_2,Snrnp40,0.8663584603702869,Posterior,2
P_3,Snrnp40,0.5889639428583374,Posterior,3
S_1,Snrnp40,-1.2855007591984542,Somite,1
S_2,Snrnp40,-0.644321681175388,Somite,2
S_3,Snrnp40,-0.2162920485465969,Somite,3
A_1,Snrnp48,0.6282438319854754,Anterior,1
A_2,Snrnp48,0.312238416332648,Anterior,2
A_3,Snrnp48,0.8577766710714175,Anterior,3
P_1,Snrnp48,-1.7464613595493632,Posterior,1
P_2,Snrnp48,-1.3720528866474273,Posterior,2
P_3,Snrnp48,-0.8104679820629951,Posterior,3
S_1,Snrnp48,0.09930119320426,Somite,1
S_2,Snrnp48,0.7819134376377931,Somite,2
S_3,Snrnp48,1.2495086780281957,Somite,3
A_1,Snrnp70,0.3126059083745578,Anterior,1
A_2,Snrnp70,-0.736625871075734,Anterior,2
A_3,Snrnp70,-0.5820916132411257,Anterior,3
P_1,Snrnp70,2.050136347509647,Posterior,1
P_2,Snrnp70,1.4319444048370205,Posterior,2
P_3,Snrnp70,-0.7016751317413116,Posterior,3
S_1,Snrnp70,-0.2067721916015442,Somite,1
S_2,Snrnp70,-0.741097743665311,Somite,2
S_3,Snrnp70,-0.826424109396396,Somite,3
A_1,Snrpa,-0.3357835419750664,Anterior,1
A_2,Snrpa,0.242153507971616,Anterior,2
A_3,Snrpa,-0.9503659299332698,Anterior,3
P_1,Snrpa,2.0069322920909776,Posterior,1
P_2,Snrpa,1.2583152834165643,Posterior,2
P_3,Snrpa,0.3026253695759872,Posterior,3
S_1,Snrpa,-0.5839316769639723,Somite,1
S_2,Snrpa,-0.9737742265674216,Somite,2
S_3,Snrpa,-0.966171077615448,Somite,3
A_1,Snrpa1,-0.4632699546805323,Anterior,1
A_2,Snrpa1,-0.2245801459516914,Anterior,2
A_3,Snrpa1,0.2583987876764094,Anterior,3
P_1,Snrpa1,1.2041726550203542,Posterior,1
P_2,Snrpa1,-2.32684827741947,Posterior,2
P_3,Snrpa1,0.575511737213672,Posterior,3
S_1,Snrpa1,0.6138554809755258,Somite,1
S_2,Snrpa1,-0.5362866611321849,Somite,2
S_3,Snrpa1,0.8990463782978901,Somite,3
A_1,Snrpb,-0.5170243557738591,Anterior,1
A_2,Snrpb,0.7082750633662749,Anterior,2
A_3,Snrpb,-1.0028882692171217,Anterior,3
P_1,Snrpb,-2.010557112633359,Posterior,1
P_2,Snrpb,-0.1988014327783183,Posterior,2
P_3,Snrpb,-0.0137675528733101,Posterior,3
S_1,Snrpb,0.7916481137130662,Somite,1
S_2,Snrpb,1.140339393498599,Somite,2
S_3,Snrpb,1.1027761526979,Somite,3
A_1,Snrpb2,0.1761870985638613,Anterior,1
A_2,Snrpb2,0.1965942281790013,Anterior,2
A_3,Snrpb2,-0.8294093859876748,Anterior,3
P_1,Snrpb2,2.489282714808909,Posterior,1
P_2,Snrpb2,0.3384074630761576,Posterior,2
P_3,Snrpb2,-0.7109945666000484,Posterior,3
S_1,Snrpb2,-0.0969452379431181,Somite,1
S_2,Snrpb2,-0.4695086746349359,Somite,2
S_3,Snrpb2,-1.0936136394621971,Somite,3
A_1,Snrpc,0.7032462368962378,Anterior,1
A_2,Snrpc,0.6156896935286766,Anterior,2
A_3,Snrpc,-1.091702704107388,Anterior,3
P_1,Snrpc,-2.3615610101313447,Posterior,1
P_2,Snrpc,0.233215464814313,Posterior,2
P_3,Snrpc,0.1008610742337668,Posterior,3
S_1,Snrpc,0.5531719688243611,Somite,1
S_2,Snrpc,0.2999498234002208,Somite,2
S_3,Snrpc,0.9471294525411472,Somite,3
A_1,Snrpd1,-0.1111961875758401,Anterior,1
A_2,Snrpd1,0.7239842975515108,Anterior,2
A_3,Snrpd1,-0.4407608560125968,Anterior,3
P_1,Snrpd1,-1.5540220235349962,Posterior,1
P_2,Snrpd1,0.7081338958890131,Posterior,2
P_3,Snrpd1,-0.3280689237794122,Posterior,3
S_1,Snrpd1,-1.3836906415039072,Somite,1
S_2,Snrpd1,1.685228993949328,Somite,2
S_3,Snrpd1,0.7003914450169926,Somite,3
A_1,Snrpd2,0.5984457864467222,Anterior,1
A_2,Snrpd2,-0.376764976458364,Anterior,2
A_3,Snrpd2,-1.338487199278922,Anterior,3
P_1,Snrpd2,1.9340795307345944,Posterior,1
P_2,Snrpd2,1.1355801239748462,Posterior,2
P_3,Snrpd2,-1.183932983797626,Posterior,3
S_1,Snrpd2,-0.4024719845137955,Somite,1
S_2,Snrpd2,-0.0293836861866245,Somite,2
S_3,Snrpd2,-0.3370646109210323,Somite,3
A_1,Snrpd3,-0.5083362727268148,Anterior,1
A_2,Snrpd3,0.046420291070336,Anterior,2
A_3,Snrpd3,-0.7892789475316692,Anterior,3
P_1,Snrpd3,0.4596235361218603,Posterior,1
P_2,Snrpd3,-1.915083707951224,Posterior,2
P_3,Snrpd3,-0.6402109256866828,Posterior,3
S_1,Snrpd3,1.365585738795131,Somite,1
S_2,Snrpd3,1.0017869142389155,Somite,2
S_3,Snrpd3,0.9794933736700384,Somite,3
A_1,Snrpe,-0.1653036833002908,Anterior,1
A_2,Snrpe,0.9568778209712402,Anterior,2
A_3,Snrpe,0.8097467264589593,Anterior,3
P_1,Snrpe,-1.518650748137807,Posterior,1
P_2,Snrpe,-2.003990335132253,Posterior,2
P_3,Snrpe,0.3553114731979667,Posterior,3
S_1,Snrpe,0.3225324687150365,Somite,1
S_2,Snrpe,0.8162919184687055,Somite,2
S_3,Snrpe,0.4271843587584176,Somite,3
A_1,Snrpf,1.17493085437053,Anterior,1
A_2,Snrpf,-0.4720487808138534,Anterior,2
A_3,Snrpf,-0.2971526759972216,Anterior,3
P_1,Snrpf,0.922910092565861,Posterior,1
P_2,Snrpf,1.247746262686748,Posterior,2
P_3,Snrpf,0.8721508833860061,Posterior,3
S_1,Snrpf,-0.9462242285307232,Somite,1
S_2,Snrpf,-1.0134559710962443,Somite,2
S_3,Snrpf,-1.4888564365710766,Somite,3
A_1,Snrpg,0.0252323814205918,Anterior,1
A_2,Snrpg,0.6909793820269701,Anterior,2
A_3,Snrpg,0.4913996568119516,Anterior,3
P_1,Snrpg,-2.044553871536625,Posterior,1
P_2,Snrpg,-1.53986066100452,Posterior,2
P_3,Snrpg,0.3166584555939938,Posterior,3
S_1,Snrpg,0.8082234113757114,Somite,1
S_2,Snrpg,0.9357304940728052,Somite,2
S_3,Snrpg,0.3161907512391614,Somite,3
A_1,Snta1,-0.3081979478689843,Anterior,1
A_2,Snta1,1.1616971585884754,Anterior,2
A_3,Snta1,0.7118917137754447,Anterior,3
P_1,Snta1,0.6422644782003711,Posterior,1
P_2,Snta1,0.5852667170909258,Posterior,2
